Address,Aggregate_rating,Average_Cost_for_two,City,Country_Code,Cuisines,Currency,Has_Online_delivery,Has_Table_booking,Is_delivering_now,Latitude,Locality,Locality_Verbose,Longitude,Price_range,Rating_color,Rating_text,Restaurant_ID,Restaurant_Name,Votes,_id
"209, Harsh Vihar, Pitampura, New Delhi",3.7,350,New Delhi,1,"Bakery, Desserts, Fast Food",Indian Rupees(Rs.),No,No,No,28.6953352,Pitampura,"Pitampura, New Delhi",77.1336856,1,Yellow,Good,18017253,"Baker's Stop",71,6120e397a4acd2e728595ee4
"8501/15, Arakashan Road, Paharganj, New Delhi",2.8,600,New Delhi,1,"North Indian, Continental",Indian Rupees(Rs.),No,No,No,28.64598569,Paharganj,"Paharganj, New Delhi",77.21508846,2,Orange,Average,18017258,The Indian Grill Restaurant,10,6120e397a4acd2e728595ee5
"Near Flyover, Rohtak Road, Nangloi, New Delhi",0,300,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.6818432,Nangloi,"Nangloi, New Delhi",77.0681466,1,White,Not rated,18017260,Babu Soup Wala,0,6120e397a4acd2e728595ee6
"53-54, 1st Floor, Goverdhan House, Nehru Place, New Delhi",3.4,400,New Delhi,1,"North Indian, South Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.5483354,Nehru Place,"Nehru Place, New Delhi",77.251606,1,Orange,Average,18017281,Sona,29,6120e397a4acd2e728595ee7
"54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata",4.8,1200,Kolkata,1,"Continental, Middle Eastern, Asian",Indian Rupees(Rs.),No,No,No,22.5264613,Ballygunge,"Ballygunge, Kolkata",88.3644527,3,Dark Green,Excellent,18017612,Spice Kraft,1424,6120e397a4acd2e728595ee8
"122A, Southern Avenue, Kolkata",4,1000,Kolkata,1,"Cafe, Chinese, Continental",Indian Rupees(Rs.),No,Yes,No,22.51411859,Southern Avenue,"Southern Avenue, Kolkata",88.36250436,3,Green,Very Good,18017615,"What's Up",1126,6120e397a4acd2e728595ee9
"15, Jal Vayu Vihar Shopping Complex, Sector 25, Noida",0,500,Noida,1,Mithai,Indian Rupees(Rs.),No,No,No,28.5843227,Sector 25,"Sector 25, Noida",77.3381319,2,White,Not rated,18020006,Gauranga Sweets,2,6120e397a4acd2e728595eea
"Small Vagator Beach, Ozran, Vagator, Goa",4.2,2000,Goa,1,Seafood,Indian Rupees(Rs.),No,No,No,0,Vagator,"Vagator, Goa",0,4,Green,Very Good,18022206,Antares,367,6120e397a4acd2e728595eeb
"C-24/A, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",3.4,550,New Delhi,1,"Chinese, North Indian, South Indian",Indian Rupees(Rs.),Yes,No,No,28.6076829,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2957443,2,Orange,Average,18022625,Udupidarshini Veg Restaurant,33,6120e397a4acd2e728595eec
"C-118, Lajpat Nagar 1, New Delhi",0,600,New Delhi,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.57852765,Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.23922364,2,White,Not rated,18025089,FNV,2,6120e397a4acd2e728595eed
"Stall 14, Dilli Haat, Near INA Market, INA, New Delhi",3.5,500,New Delhi,1,Bihari,Indian Rupees(Rs.),No,No,No,28.5733557,"Dilli Haat, INA","Dilli Haat, INA, New Delhi",77.2065181,2,Yellow,Good,18025092,Bihar ki Rasoi,28,6120e397a4acd2e728595eee
"13/2, Ward 1, LIC Road, Near Bus Terminal, Mehrauli, New Delhi",2.9,400,New Delhi,1,"North Indian, South Indian",Indian Rupees(Rs.),No,No,No,28.5228887,Mehrauli,"Mehrauli, New Delhi",77.1814337,1,Orange,Average,18025093,Mahara Hotel,4,6120e397a4acd2e728595eef
"46, Shastri Market, Bhogal, Jangpura, New Delhi",0,350,New Delhi,1,North Indian,Indian Rupees(Rs.),Yes,No,No,28.5815991,Jangpura,"Jangpura, New Delhi",77.251335,1,White,Not rated,18025096,Subhash Punjabi Family Dhaba,1,6120e397a4acd2e728595ef0
"B-210, DLF Super Mart 1, DLF Phase 4, Gurgaon",4.1,600,Gurgaon,1,"Fast Food, Italian, Pizza",Indian Rupees(Rs.),Yes,No,No,28.4623501,DLF Phase 4,"DLF Phase 4, Gurgaon",77.087295,2,Green,Very Good,18025098,Pizza Central,151,6120e397a4acd2e728595ef1
"3/48, Jangpura Extension, Central Road, Double Story, Jangpura, New Delhi",2.8,450,New Delhi,1,"Chinese, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.5816136,Jangpura,"Jangpura, New Delhi",77.247116,1,Orange,Average,18025100,Chinese Hut,5,6120e397a4acd2e728595ef2
"A-202 & 203, Supermart 1, DLF Phase 4, Gurgaon",4.1,1100,Gurgaon,1,"Hyderabadi, North Indian, Biryani",Indian Rupees(Rs.),Yes,Yes,No,28.4625602,"Supermart 1, DLF Phase 4","Supermart 1, DLF Phase 4, Gurgaon",77.0870678,3,Green,Very Good,18025103,Biryani Art,344,6120e397a4acd2e728595ef3
"Greater Kailash (GK) 1, Greater Kailash (GK) 1, New Delhi",4,500,New Delhi,1,Italian,Indian Rupees(Rs.),Yes,No,No,28.55668362,Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.25337565,2,Green,Very Good,18025105,"Sinyora's",51,6120e397a4acd2e728595ef4
"Shop 94, Block J, Beri Wala Bagh, Near Sarvodya Bal Vidyalaya, Subhash Nagar, New Delhi",3.3,300,New Delhi,1,"North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.6341779,Subhash Nagar,"Subhash Nagar, New Delhi",77.1137736,1,Orange,Average,18025106,Sunny Kebab Wala,15,6120e397a4acd2e728595ef5
"Near Main Market, Sector 14, Gurgaon",2.4,1000,Gurgaon,1,"North Indian, Chinese, Fast Food",Indian Rupees(Rs.),Yes,No,Yes,28.4738648,Sector 14,"Sector 14, Gurgaon",77.0476588,3,Red,Poor,18025110,Captain Bill$ Deliverz,23,6120e397a4acd2e728595ef6
"Shop 1 & 2, K Block, Mahipalpur Extension, Near Labor Chowk, Mahipalpur, New Delhi",3,550,New Delhi,1,"North Indian, South Indian, Continental, Fast Food",Indian Rupees(Rs.),No,No,No,28.5433267,Mahipalpur,"Mahipalpur, New Delhi",77.1240222,2,Orange,Average,18025111,"Popsy's",5,6120e397a4acd2e728595ef7
"2nd Floor, Star Tower, Exit 8, NH-8, Sector 30, Gurgaon",4,1850,Gurgaon,1,"North Indian, Asian, Italian",Indian Rupees(Rs.),No,Yes,No,28.4606832,Sector 30,"Sector 30, Gurgaon",77.0521813,3,Green,Very Good,18025114,Bottles and Barrels,242,6120e397a4acd2e728595ef8
"D-89, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",2.9,200,Gurgaon,1,Bakery,Indian Rupees(Rs.),No,No,No,28.4660588,DLF Phase 1,"DLF Phase 1, Gurgaon",77.0997478,1,Orange,Average,18025115,Frontier,4,6120e397a4acd2e728595ef9
"247/A, Rama Market, Munirka, New Delhi",0,300,New Delhi,1,Mughlai,Indian Rupees(Rs.),No,No,No,0,Munirka,"Munirka, New Delhi",0,1,White,Not rated,18025119,Shahi Muradabadi,0,6120e397a4acd2e728595efa
"DLF Phase 4, Gurgaon",3.6,750,Gurgaon,1,"Healthy Food, European, Continental, Salad",Indian Rupees(Rs.),Yes,No,No,28.4834181,DLF Phase 4,"DLF Phase 4, Gurgaon",77.0966008,2,Yellow,Good,18025125,World In A Box,461,6120e397a4acd2e728595efb
"Shop 1, Ambawata Complex, Gurudwara Road, Mehrauli, New Delhi",0,250,New Delhi,1,"Bakery, Desserts, Fast Food",Indian Rupees(Rs.),No,No,No,28.5222187,Mehrauli,"Mehrauli, New Delhi",77.1818522,1,White,Not rated,18025127,Bake My Day,2,6120e397a4acd2e728595efc
"Shop 2, Ground Floor, 124-A/1, Qutab Institutional Area, New Delhi",0,100,New Delhi,1,Street Food,Indian Rupees(Rs.),No,No,No,28.54039444,Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.18585833,1,White,Not rated,18025131,Just Vada Pav,3,6120e397a4acd2e728595efd
"Opposite Deshbandhu College, Krishna Market, Kalkaji, New Delhi",3.2,200,New Delhi,1,"Ice Cream, Desserts",Indian Rupees(Rs.),No,No,No,28.54143056,Kalkaji,"Kalkaji, New Delhi",77.25543889,1,Orange,Average,18025133,Gopals 56,8,6120e397a4acd2e728595efe
"96, Meherchand Market, Lodhi Colony, New Delhi",3.1,400,New Delhi,1,Bakery,Indian Rupees(Rs.),No,No,No,0,Lodhi Colony,"Lodhi Colony, New Delhi",0,1,Orange,Average,18027962,Establishment Ristorante,12,6120e397a4acd2e728595eff
"Khasara Number 580, Sultanpur, MG Road, New Delhi",0,350,New Delhi,1,"Raw Meats, North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.4932439,MG Road,"MG Road, New Delhi",77.164633,1,White,Not rated,18034037,Green Chick Chop,0,6120e397a4acd2e728595f00
"217-A, 2nd Floor, City Center Mall, MG Road, Gurgaon",2.8,1200,Gurgaon,1,"North Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,28.4787425,MG Road,"MG Road, Gurgaon",77.0805946,3,Orange,Average,18034040,Mini Mahal Delux,23,6120e397a4acd2e728595f01
"18/51, Main Market, East Patel Nagar, New Delhi",3.1,350,New Delhi,1,"Chinese, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.6463046,East Patel Nagar,"East Patel Nagar, New Delhi",77.1731998,1,Orange,Average,18034042,Wrapss,50,6120e397a4acd2e728595f02
"663, Near Pentamed Hospital, Derawal Nagar, Gujranwala Town, New Delhi",3.6,500,New Delhi,1,"Fast Food, Italian",Indian Rupees(Rs.),No,No,No,28.6991827,Gujranwala Town,"Gujranwala Town, New Delhi",77.1919642,2,Yellow,Good,18034044,Penta Cafe,24,6120e397a4acd2e728595f03
"DLF Phase 1, Gurgaon",3.1,650,Gurgaon,1,"Chinese, North Indian",Indian Rupees(Rs.),No,No,No,28.4693415,DLF Phase 1,"DLF Phase 1, Gurgaon",77.0993882,2,Orange,Average,18034048,Night Food Xprs,12,6120e397a4acd2e728595f04
"Shop G-7, Plot 4, LSC, Surajmal Vihar, Near, Anand Vihar, New Delhi",3.5,350,New Delhi,1,Healthy Food,Indian Rupees(Rs.),Yes,No,No,28.6595377,Anand Vihar,"Anand Vihar, New Delhi",77.306742,1,Yellow,Good,18034049,Cafe Gainz,42,6120e397a4acd2e728595f05
"M-32, 2nd Floor, Greater Kailash (GK) 1, New Delhi",3.8,1500,New Delhi,1,"North Indian, Continental, Italian, Finger Food",Indian Rupees(Rs.),Yes,Yes,No,28.5496144,Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2362942,3,Yellow,Good,18034050,Elation,227,6120e397a4acd2e728595f06
"2nd Floor, Sangam Courtyard, R K Puram, New Delhi",4.1,1800,New Delhi,1,"Asian, Sushi",Indian Rupees(Rs.),No,Yes,No,28.571681,"Sangam Courtyard, RK Puram","Sangam Courtyard, RK Puram, New Delhi",77.1734996,3,Green,Very Good,18034053,The Fatty Bao,695,6120e397a4acd2e728595f07
"Shop 65, HUDA Market, Sector 45, Gurgaon",0,250,Gurgaon,1,"Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,28.4346562,Sector 45,"Sector 45, Gurgaon",77.0591711,1,White,Not rated,18034069,Chop Shop,0,6120e397a4acd2e728595f08
"WZ 714, Tihar Village, Near Tilak Nagar Market, Government Girls Convent School, Tilak Nagar, New Delhi",3,150,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.6375598,Tilak Nagar,"Tilak Nagar, New Delhi",77.1050287,1,Orange,Average,18034071,Janki Vaishno Dhaba,4,6120e397a4acd2e728595f09
"Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",0,200,Gurgaon,1,"Fast Food, Chinese",Indian Rupees(Rs.),No,No,No,28.4661923,DLF Phase 1,"DLF Phase 1, Gurgaon",77.0988037,1,White,Not rated,18034074,Yo! Dimsum,1,6120e397a4acd2e728595f0a
"1, Food Court, 2nd Floor, Shipra Mall, Indirapuram, Ghaziabad",2.7,600,Ghaziabad,1,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,28.63383826,"Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.36959241,2,Orange,Average,18034077,Kebab Xpress,14,6120e397a4acd2e728595f0b
"A-14, Eco Towers, Sector 125, Noida",3.6,400,Noida,1,Cafe,Indian Rupees(Rs.),Yes,No,No,28.5445167,Sector 125,"Sector 125, Noida",77.3306028,1,Yellow,Good,18034079,Tpot,20,6120e397a4acd2e728595f0c
"2/76, Sir Ganga Ram Road, Old Rajinder Nagar, Rajinder Nagar, New Delhi",3.2,500,New Delhi,1,Bakery,Indian Rupees(Rs.),Yes,No,No,28.6361574,Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1843844,2,Orange,Average,18034082,Just Cakez,6,6120e397a4acd2e728595f0d
"20 Block, Opposite Krishna Park, Gurudwara Road, Tilak Nagar, New Delhi",0,350,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.6391088,Tilak Nagar,"Tilak Nagar, New Delhi",77.0864035,1,White,Not rated,18037792,Manpasand Punjabi Zaika,1,6120e397a4acd2e728595f0e
"Prem Nagar, Main Road, Jail Road, New Delhi",3.1,100,New Delhi,1,Fast Food,Indian Rupees(Rs.),No,No,No,28.6356447,Jail Road,"Jail Road, New Delhi",77.0969155,1,Orange,Average,18037793,Amritsar Express,6,6120e397a4acd2e728595f0f
"CE 1, Shop 5, Near Hari Nagar Clock Tower, Jail Road, New Delhi",0,300,New Delhi,1,"Biryani, Mughlai",Indian Rupees(Rs.),No,No,No,28.6258103,Jail Road,"Jail Road, New Delhi",77.1108325,1,White,Not rated,18037794,Shama Chicken Corner,3,6120e397a4acd2e728595f10
"Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi",0,150,New Delhi,1,"Desserts, Beverages",Indian Rupees(Rs.),No,No,No,28.6450932,Tilak Nagar,"Tilak Nagar, New Delhi",77.0995462,1,White,Not rated,18037796,Sethi Ice Cream Parlour,3,6120e397a4acd2e728595f11
"Main Market, Tilak Nagar, New Delhi",3.2,150,New Delhi,1,"South Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.637326,Tilak Nagar,"Tilak Nagar, New Delhi",77.0966736,1,Orange,Average,18037798,Sehyog Alpahar,10,6120e397a4acd2e728595f12
"30/3A, Ashok Nagar, Near Metro Station, Tilak Nagar, Jail Road, New Delhi",3.1,450,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.6362828,Jail Road,"Jail Road, New Delhi",77.0971876,1,Orange,Average,18037806,Cafe Coffee Day,5,6120e397a4acd2e728595f13
"23/1, Prem Nagar, Jail Road, New Delhi",2.7,350,New Delhi,1,Fast Food,Indian Rupees(Rs.),No,No,No,28.6347982,Jail Road,"Jail Road, New Delhi",77.097151,1,Orange,Average,18037812,"34, Chowringhee Lane",11,6120e397a4acd2e728595f14
"Near Metro Station, Tilak Nagar, New Delhi",0,250,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.636187,Tilak Nagar,"Tilak Nagar, New Delhi",77.0971137,1,White,Not rated,18037813,Guru Kripa Chicken Corner,2,6120e397a4acd2e728595f15
"Ashok Nagar Market, Subhash Nagar, New Delhi",3,200,New Delhi,1,South Indian,Indian Rupees(Rs.),No,No,No,28.6375856,Subhash Nagar,"Subhash Nagar, New Delhi",77.1017824,1,Orange,Average,18037814,Dakshin South Indian Hut,4,6120e397a4acd2e728595f16
"J-2/6 B, Ground Floor, BK Dutt Market, Rajouri Garden, New Delhi",3.8,1400,New Delhi,1,"North Indian, Fast Food, Italian, Chinese, Cafe",Indian Rupees(Rs.),Yes,No,No,28.6476301,Rajouri Garden,"Rajouri Garden, New Delhi",77.1198714,3,Yellow,Good,18037816,Cafe Foto Club,280,6120e397a4acd2e728595f17
"C-7, Vishal Enclave, Opposite Metro Pillar 417, Rajouri Garden, New Delhi",4.5,1500,New Delhi,1,"Thai, European, Mexican, North Indian, Chinese, Cafe",Indian Rupees(Rs.),No,Yes,No,28.6471325,Rajouri Garden,"Rajouri Garden, New Delhi",77.1177015,3,Dark Green,Excellent,18037817,Qubitos - The Terrace Cafe,778,6120e397a4acd2e728595f18
"G-3/67, Model Town 3, New Delhi",0,300,New Delhi,1,Bakery,Indian Rupees(Rs.),No,No,No,28.7093409,Model Town 3,"Model Town 3, New Delhi",77.1853604,1,White,Not rated,18037821,Sweeter Delight,3,6120e397a4acd2e728595f19
"Location Varies, Sector 29, Gurgaon",4.1,400,Gurgaon,1,"Chinese, Thai, Asian",Indian Rupees(Rs.),No,No,No,28.471349,Sector 29,"Sector 29, Gurgaon",77.0671046,1,Green,Very Good,18037822,Drifters Cafe,208,6120e397a4acd2e728595f1a
"Shop 97, HUDA Market, Sector 46, Near Sector 45, Gurgaon",3.4,550,Gurgaon,1,"Chinese, Thai",Indian Rupees(Rs.),Yes,No,No,28.4351572,Sector 45,"Sector 45, Gurgaon",77.0593066,2,Orange,Average,18037824,Bamboo House,64,6120e397a4acd2e728595f1b
"Shop 23-24, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad",2.8,600,Faridabad,1,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.4698631,"Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.3074479,2,Orange,Average,18037826,Kebab Xpress,49,6120e397a4acd2e728595f1c
"G-89, Aggarwal Millennium, Tower 2, Netaji Subhash Place, New Delhi",3.4,300,New Delhi,1,"Fast Food, Beverages",Indian Rupees(Rs.),Yes,No,No,28.6933956,Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1493702,1,Orange,Average,18037828,Hashtag Foods,80,6120e397a4acd2e728595f1d
"206 D, Ground Floor, Prakash Mohalla, East of Kailash, New Delhi",3.1,400,New Delhi,1,Bakery,Indian Rupees(Rs.),No,No,No,28.5618466,East of Kailash,"East of Kailash, New Delhi",77.2540139,1,Orange,Average,18037834,Ikreate,9,6120e397a4acd2e728595f1e
"G-5, Aggarwal Towers, I.P.Extension, Near Ajanta Apartments, Patparganj, New Delhi",3.5,400,New Delhi,1,"Ice Cream, Desserts",Indian Rupees(Rs.),No,No,No,28.6280118,Patparganj,"Patparganj, New Delhi",77.3080199,1,Yellow,Good,18037850,Giani,65,6120e397a4acd2e728595f1f
"Ground Floor, Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi",4.1,1700,New Delhi,1,"North Indian, Continental, Asian",Indian Rupees(Rs.),No,No,No,28.5724323,"Sangam Courtyard, RK Puram","Sangam Courtyard, RK Puram, New Delhi",77.1738591,3,Green,Very Good,18053052,Delhi Club House,416,6120e397a4acd2e728595f20
"Shop F-20, Hog Market, Rajendra Place, New Delhi",3.9,700,New Delhi,1,"Street Food, North Indian, Chinese, Continental",Indian Rupees(Rs.),No,No,No,28.6446732,Rajendra Place,"Rajendra Place, New Delhi",77.1784871,2,Yellow,Good,18057792,Imly,1485,6120e397a4acd2e728595f21
"GG 1/ 143 A, PVR Road, Vikaspuri, New Delhi",3.2,300,New Delhi,1,"Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,28.638646,Vikaspuri,"Vikaspuri, New Delhi",77.0765052,1,Orange,Average,18057797,Sardar Pure Meat Shop,9,6120e397a4acd2e728595f22
"12, South Avenue Market, Near Sena Bhawan, India Gate, New Delhi",3.2,200,New Delhi,1,South Indian,Indian Rupees(Rs.),No,No,No,28.6083918,India Gate,"India Gate, New Delhi",77.2014634,1,Orange,Average,18057802,Mysore Cafe,12,6120e397a4acd2e728595f23
"17/602, Eastend Apartments, Mayur Vihar Phase 1, New Delhi",0,300,New Delhi,1,"Bakery, Desserts",Indian Rupees(Rs.),No,No,No,0,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0,1,White,Not rated,18057803,Buzybee,0,6120e397a4acd2e728595f24
"Mandakini Enclave, Alaknanda, New Delhi",3.9,600,New Delhi,1,"North Indian, Biryani",Indian Rupees(Rs.),Yes,No,No,28.53141028,Alaknanda,"Alaknanda, New Delhi",77.25034475,2,Yellow,Good,18057805,Biryani Binge,97,6120e397a4acd2e728595f25
"Shop 31, Ashirwaad Complex, Opposite Pathways School, Sector 104 , Noida",3.6,850,Noida,1,North Indian,Indian Rupees(Rs.),Yes,No,No,28.53921168,Sector 110,"Sector 110, Noida",77.36621249,2,Yellow,Good,18057810,Noshh,56,6120e397a4acd2e728595f26
"C-4B/295 A, Janakpuri, New Delhi",3.2,800,New Delhi,1,"North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.61913158,Janakpuri,"Janakpuri, New Delhi",77.09158983,2,Orange,Average,18057812,Brunchilli,84,6120e397a4acd2e728595f27
"F-21, 1st Floor, Preet Vihar, New Delhi",2.9,1800,New Delhi,1,"Asian, North Indian, Japanese",Indian Rupees(Rs.),Yes,Yes,No,28.6414658,Preet Vihar,"Preet Vihar, New Delhi",77.2958299,3,Orange,Average,18057816,Asia 21,48,6120e397a4acd2e728595f28
"Shop 8, DDA Market, Ashok Vihar Phase 3, New Delhi",3.3,600,New Delhi,1,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,28.6924751,Ashok Vihar Phase 3,"Ashok Vihar Phase 3, New Delhi",77.1780375,2,Orange,Average,18057820,Puran Chand Ambala Wale Di Hatti,34,6120e397a4acd2e728595f29
"Opposite Main Gate Shalimar Park, Model Town 2, New Delhi",3.5,300,New Delhi,1,Pizza,Indian Rupees(Rs.),No,No,No,28.7072177,Model Town 2,"Model Town 2, New Delhi",77.1908398,1,Yellow,Good,18057822,Pizza Station,20,6120e397a4acd2e728595f2a
"G-3, Vardhman Royal Plaza, Gujranwala Town Part 1, Gujranwala Town , New Delhi",2.6,650,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.701475,Gujranwala Town,"Gujranwala Town, New Delhi",77.1897181,2,Orange,Average,18057825,"Kay's Chik-In",7,6120e397a4acd2e728595f2b
"5051/3-4, Netaji Subhash Marg, Daryaganj, New Delhi",3.4,400,New Delhi,1,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,28.6464711,Daryaganj,"Daryaganj, New Delhi",77.2402908,1,Orange,Average,18057826,Dawat-E-Chaman,45,6120e397a4acd2e728595f2c
"Shop G-41, Plot 21, Ground Floor, Commercial Complex KP Block, Pitampura, New Delhi",2.7,400,New Delhi,1,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.7052868,Pitampura,"Pitampura, New Delhi",77.1417304,1,Orange,Average,18057827,"Ruchi's Food Junction",8,6120e397a4acd2e728595f2d
"Shop 8, Murga Market, J Block, Ashok Vihar Phase 1, New Delhi",0,300,New Delhi,1,"Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,28.687261,Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1728262,1,White,Not rated,18057828,Indian Fresh Meat Shop,1,6120e397a4acd2e728595f2e
"M-89/90, M Block, Outer Circle, Connaught Place, New Delhi",3.7,1500,New Delhi,1,"North Indian, European",Indian Rupees(Rs.),Yes,No,No,28.6332522,Connaught Place,"Connaught Place, New Delhi",77.2228667,3,Yellow,Good,18070476,Cafe Dalal Street,873,6120e397a4acd2e728595f2f
"A2, Shop 9-12, JDS, DDA Community Center, Paschim Vihar, New Delhi",3.3,500,New Delhi,1,"North Indian, Chinese, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.67004128,Paschim Vihar,"Paschim Vihar, New Delhi",77.10144192,2,Orange,Average,18070479,Kabbaba,31,6120e397a4acd2e728595f30
"Opposite DLF Galleria Market, DLF Phase 4, Gurgaon",3.5,1200,Gurgaon,1,"Continental, North Indian, Chinese",Indian Rupees(Rs.),Yes,No,Yes,28.46978122,DLF Phase 4,"DLF Phase 4, Gurgaon",77.08598737,3,Yellow,Good,18070480,"Monster's Cafe",269,6120e397a4acd2e728595f31
"Shop 3, Supertech Shopprix Mall, Sector 61, Noida",2.3,500,Noida,1,"American, Fast Food, Salad, Healthy Food",Indian Rupees(Rs.),Yes,No,No,28.59689799,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.36498103,2,Red,Poor,18070483,Subway,24,6120e397a4acd2e728595f32
"A-47, GuruNanakpura, Near Nirman Vihar Metro Station, Laxmi Nagar, New Delhi",4.1,800,New Delhi,1,"Chinese, North Indian, Fast Food, Italian",Indian Rupees(Rs.),Yes,No,No,28.6363985,Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2856137,2,Green,Very Good,18070486,"QD's Restaurant",675,6120e397a4acd2e728595f33
"NM-22, Ground Floor, Old DLF, Sector 14, Gurgaon",3.4,350,Gurgaon,1,"Beverages, Fast Food",Indian Rupees(Rs.),No,No,No,28.4694139,Sector 14,"Sector 14, Gurgaon",77.0445066,1,Orange,Average,18070491,Juice Lounge,25,6120e397a4acd2e728595f34
"Appu Town, Near Gol Chakkar Park, Ramesh Nagar, Kirti Nagar, New Delhi",3.2,150,New Delhi,1,Fast Food,Indian Rupees(Rs.),No,No,No,28.6491551,Kirti Nagar,"Kirti Nagar, New Delhi",77.1316231,1,Orange,Average,18070502,Chaap Point,11,6120e397a4acd2e728595f35
"Moments Mall, Kirti Nagar, New Delhi",2.7,500,New Delhi,1,"Street Food, South Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.6568605,"Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",77.1467395,2,Orange,Average,18070503,"Bikano's Chat Cafe",31,6120e397a4acd2e728595f36
"Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony, Borivali West, Mumbai",4.7,1000,Mumbai,1,"North Indian, Italian, Chinese, Mexican",Indian Rupees(Rs.),Yes,Yes,No,19.254567,Borivali West,"Borivali West, Mumbai",72.848923,3,Dark Green,Excellent,18075122,The Fusion Kitchen,2083,6120e397a4acd2e728595f37
"972, Bazaar Matia Mahal, Opposite Jama Masjid Gate 1, Jama Masjid, New Delhi",4.2,100,New Delhi,1,"Desserts, Beverages",Indian Rupees(Rs.),No,No,No,28.6492691,Jama Masjid,"Jama Masjid, New Delhi",77.2337024,1,Green,Very Good,18079620,Cool Point,69,6120e397a4acd2e728595f38
"6490, Fatehpuri, Chandni Chowk, New Delhi",3.3,550,New Delhi,1,"Mughlai, Biryani",Indian Rupees(Rs.),No,No,No,28.6566379,Chandni Chowk,"Chandni Chowk, New Delhi",77.2233607,2,Orange,Average,18082089,Zaika Mughlai Foods,10,6120e397a4acd2e728595f39
"8-A, Hauz Khas Village, New Delhi",3.4,350,New Delhi,1,Chinese,Indian Rupees(Rs.),Yes,No,No,28.5546133,Hauz Khas Village,"Hauz Khas Village, New Delhi",77.194795,1,Orange,Average,18082196,Wow! Momo,491,6120e397a4acd2e728595f3a
"14, Geeta Colony Road,  Sunder Park, Chander Nagar, New Delhi",3,700,New Delhi,1,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.6519888,Chander Nagar,"Chander Nagar, New Delhi",77.2777758,2,Orange,Average,18082202,"Domino's Pizza",10,6120e397a4acd2e728595f3b
"Shop 6-A, B Block Market, Sector 53, Noida",3.8,500,Noida,1,"Continental, Fast Food, Asian, Italian",Indian Rupees(Rs.),Yes,No,No,28.5913835,Sector 53,"Sector 53, Noida",77.365506,2,Yellow,Good,18082207,Culinate,200,6120e397a4acd2e728595f3c
